Loan_ID,Customer_ID,Age,Employment_Type,Monthly_Income,Location,Credit_Score,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Monthly_Repayment,Amount_Repaid,Outstanding_Amount,Loan_Status,Days_Past_Due,DTIR,LTIR,DTI Score,Credit Score,DPD Score,LTI Score,Employement Type Score,Weigthed Result,Result
LOAN000153,CUST00153,29,Salaried,545491,Ibadan,664,Emergency,586804,8.95,36,17758.97,436423.46,150380.54,Active,0,3%,108%,1,2,1,2,1,7,Low Risk
LOAN000154,CUST00154,59,Self-employed,1232238,Kano,579,Education,991422,18.62,36,32667.35,1123578.03,0,Closed,0,3%,80%,1,3,1,1,2,0,Loan Closed
LOAN000155,CUST00155,55,Salaried,1365370,Lagos,625,Education,972249,6.37,24,43090.89,888761.21,83487.79,Active,20,3%,71%,1,2,1,1,1,6,Low Risk
LOAN000156,CUST00156,22,Salaried,1113962,Lagos,781,Emergency,1018344,14.04,6,193553.25,697255.7,321088.3,Active,20,17%,91%,1,1,1,1,1,5,Low Risk
LOAN000157,CUST00157,38,Salaried,1020376,Kano,747,Emergency,1710562,19.78,6,341485.19,1706499.25,4062.75,Active,10,33%,168%,2,1,1,2,1,7,Low Risk
LOAN000158,CUST00158,63,Salaried,1101443,Lagos,652,Business,179758,14.01,18,11385.67,205219.58,0,Closed,0,1%,16%,1,2,1,1,1,0,Loan Closed
LOAN000159,CUST00159,41,Salaried,132086,Port Harcourt,612,Education,968045,24.82,36,33564.27,924082.1,43962.9,Active,10,25%,733%,1,2,1,3,1,8,Medium Risk
LOAN000160,CUST00160,39,Salaried,862471,Lagos,634,Education,759607,18.58,6,150123.66,643576.96,116030.04,Delinquent,72,17%,88%,1,2,5,1,1,10,Medium Risk
LOAN000161,CUST00161,23,Salaried,248193,Kano,721,Business,860683,10.68,36,26461.22,670557.08,190125.92,Delinquent,52,11%,347%,1,1,5,3,1,11,Medium Risk
LOAN000162,CUST00162,37,Salaried,783627,Kano,850,Emergency,1425846,18.97,24,70680.37,719387.49,706458.51,Active,0,9%,182%,1,1,1,2,1,6,Low Risk
LOAN000163,CUST00163,50,Self-employed,1399503,Port Harcourt,504,Personal,1755372,7.56,36,52446.61,786748.58,968623.42,Active,30,4%,125%,1,3,1,2,2,9,Medium Risk
LOAN000164,CUST00164,30,Salaried,810422,Abuja,744,Business,499194,11.83,24,23260.36,547832.1,0,Closed,0,3%,62%,1,1,1,1,1,0,Loan Closed
LOAN000165,CUST00165,65,Salaried,374943,Kano,725,Personal,1820894,20.76,36,61080.88,1706607.31,114286.69,Delinquent,84,16%,486%,1,1,5,3,1,11,Medium Risk
LOAN000166,CUST00166,29,Salaried,1438166,Kano,542,Business,1657063,17.36,36,54020.25,1236709.15,420353.85,Active,10,4%,115%,1,3,1,2,1,8,Medium Risk
LOAN000167,CUST00167,36,Salaried,967867,Ibadan,568,Business,813991,18.53,12,80401.96,629004.52,184986.48,Defaulted,168,8%,84%,1,3,11,1,1,17,High Risk
LOAN000168,CUST00168,41,Salaried,1169902,Kano,632,Emergency,1745807,20.69,12,175584.54,1820066.51,0,Closed,0,15%,149%,1,2,1,2,1,0,Loan Closed
LOAN000169,CUST00169,30,Self-employed,1018213,Kano,611,Business,1681844,12.64,36,52623.03,844875.75,836968.25,Active,10,5%,165%,1,2,1,2,2,8,Medium Risk
LOAN000170,CUST00170,25,Salaried,574294,Port Harcourt,582,Personal,1057871,22.48,36,35991.12,924451.71,133419.29,Defaulted,156,6%,184%,1,3,11,2,1,18,High Risk
LOAN000171,CUST00171,46,Salaried,386199,Port Harcourt,679,Personal,1948564,15.27,24,93587.91,980778.28,967785.72,Active,10,24%,505%,1,2,1,3,1,8,Medium Risk
LOAN000172,CUST00172,32,Salaried,920101,Lagos,589,Education,1102785,12.48,24,51683.86,908132.39,194652.61,Defaulted,137,6%,120%,1,3,11,2,1,18,High Risk
LOAN000173,CUST00173,48,Self-employed,257792,Abuja,677,Emergency,1413066,11.71,12,131544.67,860117.04,552948.96,Active,20,51%,548%,3,2,1,3,2,11,Medium Risk
LOAN000174,CUST00174,53,Self-employed,990785,Kano,481,Emergency,1949720,6.58,18,115445.09,615282.3,1334437.7,Active,10,12%,197%,1,3,1,2,2,9,Medium Risk
LOAN000175,CUST00175,22,Self-employed,283175,Lagos,624,Emergency,548367,11.02,6,101466.17,293083.92,255283.08,Active,30,36%,194%,2,2,1,2,2,9,Medium Risk
LOAN000176,CUST00176,45,Salaried,1301452,Lagos,827,Education,1375305,15.31,12,132155.35,1159756.57,215548.43,Delinquent,49,10%,106%,1,1,5,2,1,10,Medium Risk
LOAN000177,CUST00177,51,Salaried,554499,Port Harcourt,630,Personal,442825,18.29,6,87302.95,446056.69,0,Closed,0,16%,80%,1,2,1,1,1,0,Loan Closed
LOAN000178,CUST00178,20,Salaried,1153226,Ibadan,529,Education,1699226,24.77,36,58892.34,1264725.65,434500.35,Active,30,5%,147%,1,3,1,2,1,8,Medium Risk
LOAN000179,CUST00179,55,Self-employed,581943,Port Harcourt,615,Business,798880,20.77,18,53600.41,594723.07,204156.93,Active,0,9%,137%,1,2,1,2,2,8,Medium Risk
LOAN000180,CUST00180,47,Salaried,142978,Ibadan,550,Business,759985,21.27,12,76802.82,643567.13,116417.87,Delinquent,74,54%,532%,3,3,5,3,1,15,High Risk
LOAN000181,CUST00181,30,Salaried,332806,Lagos,833,Education,1677789,23.87,6,346379.54,1519747.91,158041.09,Active,0,104%,504%,3,1,1,3,1,9,Medium Risk
LOAN000182,CUST00182,36,Salaried,700276,Port Harcourt,698,Personal,1760030,15.86,18,113287.26,1262596.16,497433.84,Active,10,16%,251%,1,2,1,3,1,8,Medium Risk
LOAN000183,CUST00183,46,Salaried,1425168,Ibadan,601,Education,311043,20.99,24,15680.46,297681.59,13361.41,Delinquent,78,1%,22%,1,2,5,1,1,10,Medium Risk
LOAN000184,CUST00184,64,Salaried,441784,Ibadan,651,Personal,1093382,12.35,36,34122.63,893542.11,199839.89,Active,0,8%,247%,1,2,1,3,1,8,Medium Risk
LOAN000185,CUST00185,38,Self-employed,953048,Port Harcourt,557,Education,1774574,8.61,18,107075.82,1382930.54,391643.46,Active,0,11%,186%,1,3,1,2,2,9,Medium Risk
LOAN000186,CUST00186,64,Self-employed,985153,Port Harcourt,709,Emergency,943630,8.33,24,42593.1,714661.06,228968.94,Active,0,4%,96%,1,1,1,1,2,6,Low Risk
LOAN000187,CUST00187,60,Self-employed,625784,Ibadan,765,Education,1709849,23.96,6,353254.8,2026757.68,0,Closed,0,56%,273%,3,1,1,3,2,0,Loan Closed
LOAN000188,CUST00188,27,Self-employed,1126019,Kano,557,Emergency,1474827,8.2,6,265960.47,1769792.4,0,Closed,0,24%,131%,1,3,1,2,2,0,Loan Closed
LOAN000189,CUST00189,41,Salaried,122978,Ibadan,672,Personal,544918,20.57,18,36500.42,551291.47,0,Closed,0,30%,443%,1,2,1,3,1,0,Loan Closed
LOAN000190,CUST00190,46,Salaried,1318975,Lagos,553,Business,993556,23.98,18,68433.93,1192267.2,0,Closed,0,5%,75%,1,3,1,1,1,0,Loan Closed
LOAN000191,CUST00191,65,Salaried,1160357,Abuja,578,Emergency,709314,17.99,12,69743.3,353297.56,356016.44,Defaulted,93,6%,61%,1,3,11,1,1,17,High Risk
LOAN000192,CUST00192,57,Salaried,1135790,Port Harcourt,586,Emergency,1227913,7.36,18,73238.19,138547,1089366,Delinquent,44,6%,108%,1,3,5,2,1,12,High Risk
LOAN000193,CUST00193,23,Salaried,469804,Port Harcourt,668,Education,1838506,6.48,12,163136.77,960178.51,878327.49,Delinquent,59,35%,391%,2,2,5,3,1,13,High Risk
LOAN000194,CUST00194,58,Salaried,186187,Abuja,850,Education,658933,22.83,12,67447.28,561758.04,97174.96,Delinquent,75,36%,354%,2,1,5,3,1,12,High Risk
LOAN000195,CUST00195,49,Salaried,1116938,Lagos,580,Education,471486,20.84,12,47478.64,488047.96,0,Closed,0,4%,42%,1,3,1,1,1,0,Loan Closed
LOAN000196,CUST00196,22,Salaried,1211867,Port Harcourt,709,Emergency,1030221,21.07,36,34646.9,494996.05,535224.95,Active,0,3%,85%,1,1,1,1,1,5,Low Risk
LOAN000197,CUST00197,59,Salaried,1053833,Lagos,850,Emergency,1663054,13.19,36,52289.19,588604.77,1074449.23,Active,20,5%,158%,1,1,1,2,1,6,Low Risk
LOAN000198,CUST00198,58,Self-employed,1026923,Kano,593,Business,772499,7.57,36,23082.7,852709.14,0,Closed,0,2%,75%,1,3,1,1,2,0,Loan Closed
LOAN000199,CUST00199,28,Salaried,320601,Abuja,812,Education,1959902,22.36,6,399689.35,462653.76,1497248.24,Active,20,125%,611%,3,1,1,3,1,9,Medium Risk
LOAN000200,CUST00200,26,Salaried,522845,Port Harcourt,798,Personal,1138207,22.9,6,233142.73,814544.23,323662.77,Active,20,45%,218%,3,1,1,3,1,9,Medium Risk
LOAN000201,CUST00201,54,Self-employed,1103972,Lagos,578,Personal,1291112,23.83,12,133232,350758.59,940353.41,Active,20,12%,117%,1,3,1,2,2,9,Medium Risk
LOAN000202,CUST00202,57,Salaried,220336,Lagos,655,Emergency,1395225,20.42,18,93340.55,1048613.59,346611.41,Active,30,42%,633%,3,2,1,3,1,10,Medium Risk
LOAN000203,CUST00203,37,Salaried,1365258,Ibadan,724,Personal,1396177,24.13,24,72211.44,858621.43,537555.57,Active,30,5%,102%,1,1,1,2,1,6,Low Risk
LOAN000204,CUST00204,38,Salaried,1494127,Port Harcourt,632,Education,971919,13.31,24,45886.73,417647.08,554271.92,Active,10,3%,65%,1,2,1,1,1,6,Low Risk
LOAN000205,CUST00205,25,Salaried,886169,Port Harcourt,711,Emergency,827079,15.3,6,158937.01,650157.45,176921.55,Active,30,18%,93%,1,1,1,1,1,5,Low Risk
LOAN000206,CUST00206,33,Salaried,569923,Abuja,515,Education,156126,10.8,24,7207.82,150424.98,5701.02,Delinquent,57,1%,27%,1,3,5,1,1,11,Medium Risk
LOAN000207,CUST00207,49,Self-employed,1261497,Port Harcourt,803,Emergency,448110,20.26,24,22454.05,129846.93,318263.07,Defaulted,149,2%,36%,1,1,11,1,2,16,High Risk
LOAN000208,CUST00208,21,Salaried,98604,Lagos,560,Education,874688,15.11,12,83904.45,743217.32,131470.68,Active,20,85%,887%,3,3,1,3,1,11,Medium Risk
LOAN000209,CUST00209,36,Salaried,1087868,Kano,663,Personal,1817583,18.09,24,89432.66,2181099.6,0,Closed,0,8%,167%,1,2,1,2,1,0,Loan Closed
LOAN000210,CUST00210,43,Salaried,275437,Port Harcourt,658,Personal,1900643,10.29,18,116456.62,2097909.13,0,Closed,0,42%,690%,3,2,1,3,1,0,Loan Closed
LOAN000211,CUST00211,36,Salaried,890080,Lagos,850,Emergency,1228215,8.89,36,37150.09,1473858,0,Closed,0,4%,138%,1,1,1,2,1,0,Loan Closed
LOAN000212,CUST00212,26,Salaried,1107500,Lagos,766,Emergency,1203133,10.59,36,36959.58,812488.66,390644.34,Active,0,3%,109%,1,1,1,2,1,6,Low Risk
LOAN000213,CUST00213,56,Self-employed,832653,Kano,814,Emergency,761113,16.16,18,49117.16,718195.96,42917.04,Delinquent,43,6%,91%,1,1,5,1,2,10,Medium Risk
LOAN000214,CUST00214,47,Salaried,1098739,Abuja,732,Business,131608,7.74,18,7877.47,60608.51,70999.49,Delinquent,64,1%,12%,1,1,5,1,1,9,Medium Risk
LOAN000215,CUST00215,65,Unemployed,737794,Port Harcourt,438,Education,718005,8.25,36,21590.01,766489.97,0,Closed,0,3%,97%,1,3,1,1,3,0,Loan Closed
LOAN000216,CUST00216,41,Self-employed,1113916,Port Harcourt,405,Personal,1166397,14.8,36,37195.1,460753,705644,Active,0,3%,105%,1,3,1,2,2,9,Medium Risk
LOAN000217,CUST00217,59,Salaried,923548,Kano,736,Business,1720915,22.98,6,352730.21,1151598.37,569316.63,Active,20,38%,186%,2,1,1,2,1,7,Low Risk
LOAN000218,CUST00218,42,Salaried,157699,Abuja,658,Business,407589,15.48,36,13074.55,489106.8,0,Closed,0,8%,258%,1,2,1,3,1,0,Loan Closed
LOAN000219,CUST00219,46,Salaried,116208,Port Harcourt,484,Emergency,1519098,7.2,6,271412.18,1822917.6,0,Closed,0,234%,1307%,3,3,1,3,1,0,Loan Closed
LOAN000220,CUST00220,63,Salaried,367574,Abuja,643,Business,477591,13.21,36,15018.91,114137.21,363453.79,Defaulted,97,4%,130%,1,2,11,2,1,17,High Risk
LOAN000221,CUST00221,47,Salaried,1226264,Kano,646,Education,1438790,14.57,24,68684.24,1244869.36,193920.64,Active,10,6%,117%,1,2,1,2,1,7,Low Risk
LOAN000222,CUST00222,33,Salaried,1195617,Port Harcourt,639,Education,1668979,22.35,18,113444.21,216579.02,1452399.98,Active,10,9%,140%,1,2,1,2,1,7,Low Risk
LOAN000223,CUST00223,38,Unemployed,521580,Ibadan,730,Education,674142,20.42,12,67650.15,241787.2,432354.8,Active,30,13%,129%,1,1,1,2,3,8,Medium Risk
LOAN000224,CUST00224,43,Unemployed,1225427,Port Harcourt,537,Business,1718085,19.43,18,113994.94,1477517.83,240567.17,Active,30,9%,140%,1,3,1,2,3,10,Medium Risk
LOAN000225,CUST00225,31,Salaried,659123,Abuja,522,Education,1547662,6.58,24,68729.09,922158.81,625503.19,Active,30,10%,235%,1,3,1,3,1,9,Medium Risk
LOAN000226,CUST00226,60,Self-employed,1228637,Kano,764,Business,337882,7.18,36,10059.5,247058.06,90823.94,Active,0,1%,28%,1,1,1,1,2,6,Low Risk
LOAN000227,CUST00227,18,Salaried,1387866,Kano,710,Business,260130,13.27,24,12277.05,118172.43,141957.57,Active,10,1%,19%,1,1,1,1,1,5,Low Risk
LOAN000228,CUST00228,38,Self-employed,903346,Port Harcourt,554,Personal,1896851,22.57,24,96873.76,1120892.34,775958.66,Active,20,11%,210%,1,3,1,3,2,10,Medium Risk
LOAN000229,CUST00229,44,Self-employed,237612,Abuja,525,Personal,537001,15.7,6,103551.69,385508.13,151492.87,Defaulted,112,44%,226%,3,3,11,3,2,22,High Risk
LOAN000230,CUST00230,37,Self-employed,882557,Kano,506,Personal,440723,23.73,18,30294.81,257340.46,183382.54,Delinquent,31,3%,50%,1,3,5,1,2,12,High Risk
LOAN000231,CUST00231,26,Salaried,752634,Kano,654,Emergency,1394929,15.87,24,67346.01,1673914.8,0,Closed,0,9%,185%,1,2,1,2,1,0,Loan Closed
LOAN000232,CUST00232,18,Salaried,622180,Port Harcourt,675,Education,286237,11.61,24,13311.21,154591.55,131645.45,Active,10,2%,46%,1,2,1,1,1,6,Low Risk
LOAN000233,CUST00233,38,Self-employed,1240723,Lagos,623,Emergency,455088,8.51,24,20575.67,325980.26,129107.74,Delinquent,63,2%,37%,1,2,5,1,2,11,Medium Risk
LOAN000234,CUST00234,33,Salaried,1453531,Ibadan,740,Education,344884,14.55,12,32922.05,322207.88,22676.12,Active,30,2%,24%,1,1,1,1,1,5,Low Risk
LOAN000235,CUST00235,21,Salaried,741274,Lagos,580,Emergency,1565994,16.46,18,101319.81,925267.02,640726.98,Active,10,14%,211%,1,3,1,3,1,9,Medium Risk
LOAN000236,CUST00236,41,Salaried,693419,Kano,373,Business,1488800,15.05,18,95159.13,993750.91,495049.09,Active,20,14%,215%,1,3,1,3,1,9,Medium Risk
LOAN000237,CUST00237,52,Unemployed,509545,Abuja,814,Business,1052820,8.06,36,31602.15,311047.96,741772.04,Active,30,6%,207%,1,1,1,3,3,9,Medium Risk
LOAN000238,CUST00238,46,Self-employed,1476780,Kano,620,Education,1881096,20.75,36,63095.1,2257315.2,0,Closed,0,4%,127%,1,2,1,2,2,0,Loan Closed
LOAN000239,CUST00239,54,Unemployed,213793,Kano,687,Business,285318,6.24,36,8420.05,263339.12,21978.88,Defaulted,115,4%,133%,1,2,11,2,3,19,High Risk
LOAN000240,CUST00240,63,Salaried,395059,Kano,784,Emergency,1141235,13.84,12,108265.16,1369482,0,Closed,0,27%,289%,1,1,1,3,1,0,Loan Closed
LOAN000241,CUST00241,47,Self-employed,240718,Kano,535,Personal,984244,21.17,24,49692.02,700412.36,283831.64,Active,30,21%,409%,1,3,1,3,2,10,Medium Risk
LOAN000242,CUST00242,65,Salaried,1221882,Abuja,674,Personal,1742224,11.16,6,322776.03,467031.2,1275192.8,Active,0,26%,143%,1,2,1,2,1,7,Low Risk
LOAN000243,CUST00243,48,Salaried,144979,Lagos,479,Education,1518813,6.28,6,269032.41,794483.15,724329.85,Defaulted,98,186%,1048%,3,3,11,3,1,21,High Risk
LOAN000244,CUST00244,46,Salaried,907456,Ibadan,520,Emergency,334014,20.32,24,16745.24,185721.18,148292.82,Active,30,2%,37%,1,3,1,1,1,7,Low Risk
LOAN000245,CUST00245,59,Self-employed,218296,Port Harcourt,755,Personal,1437879,22.49,12,146771.5,1725454.8,0,Closed,0,67%,659%,3,1,1,3,2,0,Loan Closed
LOAN000246,CUST00246,19,Unemployed,424286,Port Harcourt,827,Emergency,874303,15.58,12,84209.95,653636.1,220666.9,Delinquent,79,20%,206%,1,1,5,3,3,13,High Risk
LOAN000247,CUST00247,27,Self-employed,1462431,Port Harcourt,546,Business,939460,15.64,12,90532.63,726400.33,213059.67,Active,20,6%,64%,1,3,1,1,2,8,Medium Risk
LOAN000248,CUST00248,33,Salaried,286652,Abuja,714,Personal,1434534,13.38,6,271079.11,1721440.8,0,Closed,0,95%,500%,3,1,1,3,1,0,Loan Closed
LOAN000249,CUST00249,43,Salaried,261595,Ibadan,627,Business,986254,16.96,6,192253.78,432794.05,553459.95,Active,0,73%,377%,3,2,1,3,1,10,Medium Risk
LOAN000250,CUST00250,32,Salaried,1181958,Kano,484,Education,1861373,20.52,12,186943.89,907074.1,954298.9,Active,20,16%,157%,1,3,1,2,1,8,Medium Risk
LOAN000251,CUST00251,37,Salaried,1261052,Abuja,850,Business,1460401,21.37,12,147707.39,1501077.93,0,Closed,0,12%,116%,1,1,1,2,1,0,Loan Closed
LOAN000252,CUST00252,29,Salaried,917298,Ibadan,717,Emergency,177837,16.13,36,5736.73,58762.63,119074.37,Delinquent,89,1%,19%,1,1,5,1,1,9,Medium Risk
LOAN000253,CUST00253,44,Unemployed,148323,Abuja,591,Education,1399131,18.43,36,46027.52,776247.99,622883.01,Active,30,31%,943%,2,3,1,3,3,12,High Risk
LOAN000254,CUST00254,47,Salaried,839494,Lagos,546,Emergency,1178117,14.47,12,112382.54,674214.94,503902.06,Active,10,13%,140%,1,3,1,2,1,8,Medium Risk
LOAN000255,CUST00255,46,Salaried,923480,Port Harcourt,550,Personal,331212,12.77,18,20750.43,253230.28,77981.72,Active,0,2%,36%,1,3,1,1,1,7,Low Risk
LOAN000256,CUST00256,22,Self-employed,1173309,Abuja,643,Business,449468,6.03,24,19857.12,373569.51,75898.49,Active,0,2%,38%,1,2,1,1,2,7,Low Risk
LOAN000257,CUST00257,65,Salaried,1055362,Lagos,541,Emergency,1952185,11.66,6,363301.63,1324197.51,627987.49,Active,10,34%,185%,2,3,1,2,1,9,Medium Risk
LOAN000258,CUST00258,42,Self-employed,558754,Ibadan,740,Education,1525909,9.09,12,138717.84,880401.58,645507.42,Active,20,25%,273%,1,1,1,3,2,8,Medium Risk
LOAN000259,CUST00259,38,Salaried,696808,Abuja,532,Education,1125454,22.66,24,57520.08,1013218.28,112235.72,Active,30,8%,162%,1,3,1,2,1,8,Medium Risk
LOAN000260,CUST00260,36,Salaried,706245,Abuja,740,Business,1229699,22.28,12,125306.33,958918.9,270780.1,Active,30,18%,174%,1,1,1,2,1,6,Low Risk
LOAN000261,CUST00261,34,Salaried,741777,Ibadan,715,Emergency,1244935,21.67,24,63113.02,310210.93,934724.07,Active,20,9%,168%,1,1,1,2,1,6,Low Risk
LOAN000262,CUST00262,29,Salaried,1016428,Kano,718,Personal,1717184,12.04,12,160327.75,946533.92,770650.08,Delinquent,62,16%,169%,1,1,5,2,1,10,Medium Risk
LOAN000263,CUST00263,26,Salaried,1148791,Abuja,433,Personal,1825653,6.49,6,324022.98,951205.84,874447.16,Delinquent,57,28%,159%,1,3,5,2,1,12,High Risk
LOAN000264,CUST00264,60,Salaried,366732,Ibadan,655,Personal,1110598,14.12,6,211235.74,290684.89,819913.11,Active,30,58%,303%,3,2,1,3,1,10,Medium Risk
LOAN000265,CUST00265,36,Salaried,63867,Lagos,541,Emergency,912639,5.24,36,26679.48,755589.12,157049.88,Delinquent,65,42%,1429%,3,3,5,3,1,15,High Risk
LOAN000266,CUST00266,40,Salaried,425949,Port Harcourt,450,Emergency,251984,15.49,12,24251.36,237262.52,14721.48,Active,20,6%,59%,1,3,1,1,1,7,Low Risk
LOAN000267,CUST00267,37,Salaried,215715,Lagos,504,Personal,901501,14.18,12,85777.82,658254.45,243246.55,Defaulted,118,40%,418%,2,3,11,3,1,20,High Risk
LOAN000268,CUST00268,23,Salaried,246084,Ibadan,655,Emergency,840981,16.05,6,162659.74,466281.22,374699.78,Active,10,66%,342%,3,2,1,3,1,10,Medium Risk
LOAN000269,CUST00269,20,Self-employed,1402468,Abuja,603,Business,1236687,24.55,6,256715.61,608296.64,628390.36,Delinquent,89,18%,88%,1,2,5,1,2,11,Medium Risk
LOAN000270,CUST00270,52,Salaried,1238632,Kano,580,Personal,147647,23.48,18,10128.58,155308.08,0,Closed,0,1%,12%,1,3,1,1,1,0,Loan Closed
LOAN000271,CUST00271,55,Unemployed,426133,Abuja,514,Emergency,709522,5.31,12,62266.47,710024.08,0,Closed,0,15%,167%,1,3,1,2,3,0,Loan Closed
LOAN000272,CUST00272,42,Salaried,211349,Abuja,822,Personal,1232706,9.81,24,56401.44,1120457.34,112248.66,Active,20,27%,583%,1,1,1,3,1,7,Low Risk
LOAN000273,CUST00273,39,Self-employed,1100238,Kano,554,Emergency,775319,6.07,24,34265.87,6595.37,768723.63,Active,0,3%,70%,1,3,1,1,2,8,Medium Risk
LOAN000274,CUST00274,53,Salaried,734461,Ibadan,625,Emergency,623208,20.67,24,31334.38,575296.79,47911.21,Active,20,4%,85%,1,2,1,1,1,6,Low Risk
LOAN000275,CUST00275,63,Self-employed,439520,Lagos,577,Personal,1435529,12.6,36,44900.16,1236483.95,199045.05,Active,10,10%,327%,1,3,1,3,2,10,Medium Risk
LOAN000276,CUST00276,41,Salaried,611978,Lagos,631,Personal,1542495,20.68,12,155123.58,1196940.54,345554.46,Delinquent,51,25%,252%,1,2,5,3,1,12,High Risk
LOAN000277,CUST00277,24,Unemployed,60895,Abuja,680,Personal,982678,12.2,18,61253.6,1081274.62,0,Closed,0,101%,1614%,3,2,1,3,3,0,Loan Closed
LOAN000278,CUST00278,40,Salaried,442989,Kano,600,Personal,1218082,16.09,24,58919.64,1036929.82,181152.18,Active,0,13%,275%,1,2,1,3,1,8,Medium Risk
LOAN000279,CUST00279,23,Salaried,1301841,Kano,598,Business,730379,22.27,6,148839.07,440943.05,289435.95,Active,30,11%,56%,1,3,1,1,1,7,Low Risk
LOAN000280,CUST00280,49,Salaried,1249487,Abuja,599,Personal,1487211,12.61,12,139562.36,1291398.32,195812.68,Active,20,11%,119%,1,3,1,2,1,8,Medium Risk
LOAN000281,CUST00281,64,Salaried,400659,Ibadan,850,Business,933115,11,6,172626.28,780954.23,152160.77,Active,10,43%,233%,3,1,1,3,1,9,Medium Risk
LOAN000282,CUST00282,39,Salaried,1010205,Kano,610,Emergency,688914,5.14,24,30180.17,696724.5,0,Closed,0,3%,68%,1,2,1,1,1,0,Loan Closed
LOAN000283,CUST00283,26,Salaried,741099,Port Harcourt,601,Education,953067,21.31,36,32115.71,1058251.45,0,Closed,0,4%,129%,1,2,1,2,1,0,Loan Closed
LOAN000284,CUST00284,36,Unemployed,1315025,Ibadan,529,Business,471216,14.58,12,44993.27,65292.93,405923.07,Defaulted,130,3%,36%,1,3,11,1,3,19,High Risk
LOAN000285,CUST00285,55,Salaried,733432,Kano,607,Business,1762313,20.72,18,118192.46,332658.47,1429654.53,Active,10,16%,240%,1,2,1,3,1,8,Medium Risk
LOAN000286,CUST00286,46,Self-employed,1479655,Port Harcourt,850,Personal,106447,24.06,24,5502.42,80423.42,26023.58,Defaulted,116,0%,7%,1,1,11,1,2,16,High Risk
LOAN000287,CUST00287,63,Self-employed,908032,Ibadan,623,Emergency,341879,17.67,12,33524.08,289940.13,51938.87,Active,10,4%,38%,1,2,1,1,2,7,Low Risk
LOAN000288,CUST00288,52,Salaried,205116,Lagos,384,Education,1303958,14.58,24,62253.13,1302421.51,1536.49,Active,30,30%,636%,1,3,1,3,1,9,Medium Risk
LOAN000289,CUST00289,28,Salaried,1175973,Kano,742,Personal,1967638,6.7,12,174955.81,1614809.75,352828.25,Active,20,15%,167%,1,1,1,2,1,6,Low Risk
LOAN000290,CUST00290,24,Unemployed,1231158,Lagos,787,Personal,1470761,17.93,18,96359.36,450676.65,1020084.35,Defaulted,145,8%,119%,1,1,11,2,3,18,High Risk
LOAN000291,CUST00291,46,Salaried,592613,Port Harcourt,600,Emergency,1616264,15.38,36,51801.26,1376327.87,239936.13,Active,10,9%,273%,1,2,1,3,1,8,Medium Risk
LOAN000292,CUST00292,48,Self-employed,1021113,Lagos,850,Education,1284362,18.81,12,127162.54,1207087.79,77274.21,Active,0,12%,126%,1,1,1,2,2,7,Low Risk
LOAN000293,CUST00293,47,Unemployed,922363,Abuja,679,Emergency,230050,7.32,12,20574.14,185089,44961,Active,20,2%,25%,1,2,1,1,3,8,Medium Risk
LOAN000294,CUST00294,20,Salaried,780438,Lagos,548,Personal,968900,19.44,24,48218.92,593152.57,375747.43,Active,20,6%,124%,1,3,1,2,1,8,Medium Risk
LOAN000295,CUST00295,39,Self-employed,769486,Kano,547,Emergency,1470064,21,12,148231.45,1468742.04,1321.96,Active,10,19%,191%,1,3,1,2,2,9,Medium Risk
LOAN000296,CUST00296,43,Salaried,1018997,Lagos,592,Business,899446,17.6,12,88145.71,693895.49,205550.51,Active,30,9%,88%,1,3,1,1,1,7,Low Risk
LOAN000297,CUST00297,54,Salaried,992827,Lagos,690,Business,865447,5.09,12,75791.52,773444.75,92002.25,Active,0,8%,87%,1,2,1,1,1,6,Low Risk
LOAN000298,CUST00298,51,Salaried,817123,Port Harcourt,588,Emergency,1009552,7.28,24,45126.97,1071399.16,0,Closed,0,6%,124%,1,3,1,2,1,0,Loan Closed
LOAN000299,CUST00299,57,Salaried,1332006,Kano,532,Personal,289562,11.96,24,13508.07,193727.84,95834.16,Active,20,1%,22%,1,3,1,1,1,7,Low Risk
LOAN000300,CUST00300,50,Salaried,1459517,Ibadan,695,Emergency,297173,9.77,6,54367.8,183270.16,113902.84,Active,10,4%,20%,1,2,1,1,1,6,Low Risk
LOAN000301,CUST00301,53,Salaried,1300795,Abuja,539,Emergency,854698,13.46,24,40405.85,835122.5,19575.5,Active,10,3%,66%,1,3,1,1,1,7,Low Risk
