Loan_ID,Customer_ID,Age,Employment_Type,Monthly_Income,Location,Credit_Score,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Monthly_Repayment,Amount_Repaid,Outstanding_Amount,Loan_Status,Days_Past_Due
LOAN000206,CUST00206,33,Salaried,569923,Abuja,515,Education,156126,10.8,24,7207.82,150424.98,5701.0199999999895,Delinquent,57
LOAN000207,CUST00207,49,Self-employed,1261497,Port Harcourt,803,Emergency,448110,20.26,24,22454.05,129846.93,318263.07,Defaulted,149
LOAN000208,CUST00208,21,Salaried,98604,Lagos,560,Education,874688,15.11,12,83904.45,743217.32,131470.68000000005,Active,20
LOAN000209,CUST00209,36,Salaried,1087868,Kano,663,Personal,1817583,18.09,24,89432.66,2181099.6,0.0,Closed,0
LOAN000210,CUST00210,43,Salaried,275437,Port Harcourt,658,Personal,1900643,10.29,18,116456.62,2097909.13,0.0,Closed,0
LOAN000211,CUST00211,36,Salaried,890080,Lagos,850,Emergency,1228215,8.89,36,37150.09,1473858.0,0.0,Closed,0
LOAN000212,CUST00212,26,Salaried,1107500,Lagos,766,Emergency,1203133,10.59,36,36959.58,812488.66,390644.33999999997,Active,0
LOAN000213,CUST00213,56,Self-employed,832653,Kano,814,Emergency,761113,16.16,18,49117.16,718195.96,42917.04000000004,Delinquent,43
LOAN000214,CUST00214,47,Salaried,1098739,Abuja,732,Business,131608,7.74,18,7877.47,60608.51,70999.48999999999,Delinquent,64
LOAN000215,CUST00215,65,Unemployed,737794,Port Harcourt,438,Education,718005,8.25,36,21590.01,766489.97,0.0,Closed,0
LOAN000216,CUST00216,41,Self-employed,1113916,Port Harcourt,405,Personal,1166397,14.8,36,37195.1,460753.0,705644.0,Active,0
LOAN000217,CUST00217,59,Salaried,923548,Kano,736,Business,1720915,22.98,6,352730.21,1151598.37,569316.6299999999,Active,20
LOAN000218,CUST00218,42,Salaried,157699,Abuja,658,Business,407589,15.48,36,13074.55,489106.8,0.0,Closed,0
LOAN000219,CUST00219,46,Salaried,116208,Port Harcourt,484,Emergency,1519098,7.2,6,271412.18,1822917.6,0.0,Closed,0
LOAN000220,CUST00220,63,Salaried,367574,Abuja,643,Business,477591,13.21,36,15018.91,114137.21,363453.79,Defaulted,97
LOAN000221,CUST00221,47,Salaried,1226264,Kano,646,Education,1438790,14.57,24,68684.24,1244869.36,193920.6399999999,Active,10
LOAN000222,CUST00222,33,Salaried,1195617,Port Harcourt,639,Education,1668979,22.35,18,113444.21,216579.02,1452399.98,Active,10
LOAN000223,CUST00223,38,Unemployed,521580,Ibadan,730,Education,674142,20.42,12,67650.15,241787.2,432354.8,Active,30
LOAN000224,CUST00224,43,Unemployed,1225427,Port Harcourt,537,Business,1718085,19.43,18,113994.94,1477517.83,240567.16999999993,Active,30
LOAN000225,CUST00225,31,Salaried,659123,Abuja,522,Education,1547662,6.58,24,68729.09,922158.81,625503.19,Active,30
LOAN000226,CUST00226,60,Self-employed,1228637,Kano,764,Business,337882,7.18,36,10059.5,247058.06,90823.94,Active,0
LOAN000227,CUST00227,18,Salaried,1387866,Kano,710,Business,260130,13.27,24,12277.05,118172.43,141957.57,Active,10
LOAN000228,CUST00228,38,Self-employed,903346,Port Harcourt,554,Personal,1896851,22.57,24,96873.76,1120892.34,775958.6599999999,Active,20
LOAN000229,CUST00229,44,Self-employed,237612,Abuja,525,Personal,537001,15.7,6,103551.69,385508.13,151492.87,Defaulted,112
LOAN000230,CUST00230,37,Self-employed,882557,Kano,506,Personal,440723,23.73,18,30294.81,257340.46,183382.54,Delinquent,31
LOAN000231,CUST00231,26,Salaried,752634,Kano,654,Emergency,1394929,15.87,24,67346.01,1673914.8,0.0,Closed,0
LOAN000232,CUST00232,18,Salaried,622180,Port Harcourt,675,Education,286237,11.61,24,13311.21,154591.55,131645.45,Active,10
LOAN000233,CUST00233,38,Self-employed,1240723,Lagos,623,Emergency,455088,8.51,24,20575.67,325980.26,129107.73999999999,Delinquent,63
LOAN000234,CUST00234,33,Salaried,1453531,Ibadan,740,Education,344884,14.55,12,32922.05,322207.88,22676.119999999995,Active,30
LOAN000235,CUST00235,21,Salaried,741274,Lagos,580,Emergency,1565994,16.46,18,101319.81,925267.02,640726.98,Active,10
LOAN000236,CUST00236,41,Salaried,693419,Kano,373,Business,1488800,15.05,18,95159.13,993750.91,495049.08999999997,Active,20
LOAN000237,CUST00237,52,Unemployed,509545,Abuja,814,Business,1052820,8.06,36,31602.15,311047.96,741772.04,Active,30
LOAN000238,CUST00238,46,Self-employed,1476780,Kano,620,Education,1881096,20.75,36,63095.1,2257315.2,0.0,Closed,0
LOAN000239,CUST00239,54,Unemployed,213793,Kano,687,Business,285318,6.24,36,8420.05,263339.12,21978.880000000005,Defaulted,115
LOAN000240,CUST00240,63,Salaried,395059,Kano,784,Emergency,1141235,13.84,12,108265.16,1369482.0,0.0,Closed,0
LOAN000241,CUST00241,47,Self-employed,240718,Kano,535,Personal,984244,21.17,24,49692.02,700412.36,283831.64,Active,30
LOAN000242,CUST00242,65,Salaried,1221882,Abuja,674,Personal,1742224,11.16,6,322776.03,467031.2,1275192.8,Active,0
LOAN000243,CUST00243,48,Salaried,144979,Lagos,479,Education,1518813,6.28,6,269032.41,794483.15,724329.85,Defaulted,98
LOAN000244,CUST00244,46,Salaried,907456,Ibadan,520,Emergency,334014,20.32,24,16745.24,185721.18,148292.82,Active,30
LOAN000245,CUST00245,59,Self-employed,218296,Port Harcourt,755,Personal,1437879,22.49,12,146771.5,1725454.8,0.0,Closed,0
LOAN000246,CUST00246,19,Unemployed,424286,Port Harcourt,827,Emergency,874303,15.58,12,84209.95,653636.1,220666.90000000002,Delinquent,79
LOAN000247,CUST00247,27,Self-employed,1462431,Port Harcourt,546,Business,939460,15.64,12,90532.63,726400.33,213059.67000000004,Active,20
LOAN000248,CUST00248,33,Salaried,286652,Abuja,714,Personal,1434534,13.38,6,271079.11,1721440.8,0.0,Closed,0
LOAN000249,CUST00249,43,Salaried,261595,Ibadan,627,Business,986254,16.96,6,192253.78,432794.05,553459.95,Active,0
LOAN000250,CUST00250,32,Salaried,1181958,Kano,484,Education,1861373,20.52,12,186943.89,907074.1,954298.9,Active,20
LOAN000251,CUST00251,37,Salaried,1261052,Abuja,850,Business,1460401,21.37,12,147707.39,1501077.93,0.0,Closed,0
LOAN000252,CUST00252,29,Salaried,917298,Ibadan,717,Emergency,177837,16.13,36,5736.73,58762.63,119074.37,Delinquent,89
LOAN000253,CUST00253,44,Unemployed,148323,Abuja,591,Education,1399131,18.43,36,46027.52,776247.99,622883.01,Active,30
LOAN000254,CUST00254,47,Salaried,839494,Lagos,546,Emergency,1178117,14.47,12,112382.54,674214.94,503902.06000000006,Active,10
LOAN000255,CUST00255,46,Salaried,923480,Port Harcourt,550,Personal,331212,12.77,18,20750.43,253230.28,77981.72,Active,0
LOAN000256,CUST00256,22,Self-employed,1173309,Abuja,643,Business,449468,6.03,24,19857.12,373569.51,75898.48999999999,Active,0
LOAN000257,CUST00257,65,Salaried,1055362,Lagos,541,Emergency,1952185,11.66,6,363301.63,1324197.51,627987.49,Active,10
LOAN000258,CUST00258,42,Self-employed,558754,Ibadan,740,Education,1525909,9.09,12,138717.84,880401.58,645507.42,Active,20
LOAN000259,CUST00259,38,Salaried,696808,Abuja,532,Education,1125454,22.66,24,57520.08,1013218.28,112235.71999999997,Active,30
LOAN000260,CUST00260,36,Salaried,706245,Abuja,740,Business,1229699,22.28,12,125306.33,958918.9,270780.1,Active,30
LOAN000261,CUST00261,34,Salaried,741777,Ibadan,715,Emergency,1244935,21.67,24,63113.02,310210.93,934724.0700000001,Active,20
LOAN000262,CUST00262,29,Salaried,1016428,Kano,718,Personal,1717184,12.04,12,160327.75,946533.92,770650.08,Delinquent,62
LOAN000263,CUST00263,26,Salaried,1148791,Abuja,433,Personal,1825653,6.49,6,324022.98,951205.84,874447.16,Delinquent,57
LOAN000264,CUST00264,60,Salaried,366732,Ibadan,655,Personal,1110598,14.12,6,211235.74,290684.89,819913.11,Active,30
LOAN000265,CUST00265,36,Salaried,63867,Lagos,541,Emergency,912639,5.24,36,26679.48,755589.12,157049.88,Delinquent,65
LOAN000266,CUST00266,40,Salaried,425949,Port Harcourt,450,Emergency,251984,15.49,12,24251.36,237262.52,14721.48000000001,Active,20
LOAN000267,CUST00267,37,Salaried,215715,Lagos,504,Personal,901501,14.18,12,85777.82,658254.45,243246.55000000005,Defaulted,118
LOAN000268,CUST00268,23,Salaried,246084,Ibadan,655,Emergency,840981,16.05,6,162659.74,466281.22,374699.78,Active,10
LOAN000269,CUST00269,20,Self-employed,1402468,Abuja,603,Business,1236687,24.55,6,256715.61,608296.64,628390.36,Delinquent,89
LOAN000270,CUST00270,52,Salaried,1238632,Kano,580,Personal,147647,23.48,18,10128.58,155308.08,0.0,Closed,0
LOAN000271,CUST00271,55,Unemployed,426133,Abuja,514,Emergency,709522,5.31,12,62266.47,710024.08,0.0,Closed,0
LOAN000272,CUST00272,42,Salaried,211349,Abuja,822,Personal,1232706,9.81,24,56401.44,1120457.34,112248.65999999992,Active,20
LOAN000273,CUST00273,39,Self-employed,1100238,Kano,554,Emergency,775319,6.07,24,34265.87,6595.37,768723.63,Active,0
LOAN000274,CUST00274,53,Salaried,734461,Ibadan,625,Emergency,623208,20.67,24,31334.38,575296.79,47911.20999999996,Active,20
LOAN000275,CUST00275,63,Self-employed,439520,Lagos,577,Personal,1435529,12.6,36,44900.16,1236483.95,199045.05000000005,Active,10
LOAN000276,CUST00276,41,Salaried,611978,Lagos,631,Personal,1542495,20.68,12,155123.58,1196940.54,345554.45999999996,Delinquent,51
LOAN000277,CUST00277,24,Unemployed,60895,Abuja,680,Personal,982678,12.2,18,61253.6,1081274.62,0.0,Closed,0
LOAN000278,CUST00278,40,Salaried,442989,Kano,600,Personal,1218082,16.09,24,58919.64,1036929.82,181152.18000000005,Active,0
LOAN000279,CUST00279,23,Salaried,1301841,Kano,598,Business,730379,22.27,6,148839.07,440943.05,289435.95,Active,30
LOAN000280,CUST00280,49,Salaried,1249487,Abuja,599,Personal,1487211,12.61,12,139562.36,1291398.32,195812.67999999993,Active,20
LOAN000281,CUST00281,64,Salaried,400659,Ibadan,850,Business,933115,11.0,6,172626.28,780954.23,152160.77000000002,Active,10
LOAN000282,CUST00282,39,Salaried,1010205,Kano,610,Emergency,688914,5.14,24,30180.17,696724.5,0.0,Closed,0
LOAN000283,CUST00283,26,Salaried,741099,Port Harcourt,601,Education,953067,21.31,36,32115.71,1058251.45,0.0,Closed,0
LOAN000284,CUST00284,36,Unemployed,1315025,Ibadan,529,Business,471216,14.58,12,44993.27,65292.93,405923.07,Defaulted,130
LOAN000285,CUST00285,55,Salaried,733432,Kano,607,Business,1762313,20.72,18,118192.46,332658.47,1429654.53,Active,10
LOAN000286,CUST00286,46,Self-employed,1479655,Port Harcourt,850,Personal,106447,24.06,24,5502.42,80423.42,26023.58,Defaulted,116
LOAN000287,CUST00287,63,Self-employed,908032,Ibadan,623,Emergency,341879,17.67,12,33524.08,289940.13,51938.869999999995,Active,10
LOAN000288,CUST00288,52,Salaried,205116,Lagos,384,Education,1303958,14.58,24,62253.13,1302421.51,1536.4899999999907,Active,30
LOAN000289,CUST00289,28,Salaried,1175973,Kano,742,Personal,1967638,6.7,12,174955.81,1614809.75,352828.25,Active,20
LOAN000290,CUST00290,24,Unemployed,1231158,Lagos,787,Personal,1470761,17.93,18,96359.36,450676.65,1020084.35,Defaulted,145
LOAN000291,CUST00291,46,Salaried,592613,Port Harcourt,600,Emergency,1616264,15.38,36,51801.26,1376327.87,239936.1299999999,Active,10
LOAN000292,CUST00292,48,Self-employed,1021113,Lagos,850,Education,1284362,18.81,12,127162.54,1207087.79,77274.20999999996,Active,0
LOAN000293,CUST00293,47,Unemployed,922363,Abuja,679,Emergency,230050,7.32,12,20574.14,185089.0,44961.0,Active,20
LOAN000294,CUST00294,20,Salaried,780438,Lagos,548,Personal,968900,19.44,24,48218.92,593152.57,375747.43000000005,Active,20
LOAN000295,CUST00295,39,Self-employed,769486,Kano,547,Emergency,1470064,21.0,12,148231.45,1468742.04,1321.9599999999627,Active,10
LOAN000296,CUST00296,43,Salaried,1018997,Lagos,592,Business,899446,17.6,12,88145.71,693895.49,205550.51,Active,30
LOAN000297,CUST00297,54,Salaried,992827,Lagos,690,Business,865447,5.09,12,75791.52,773444.75,92002.25,Active,0
LOAN000298,CUST00298,51,Salaried,817123,Port Harcourt,588,Emergency,1009552,7.28,24,45126.97,1071399.16,0.0,Closed,0
LOAN000299,CUST00299,57,Salaried,1332006,Kano,532,Personal,289562,11.96,24,13508.07,193727.84,95834.16,Active,20
LOAN000300,CUST00300,50,Salaried,1459517,Ibadan,695,Emergency,297173,9.77,6,54367.8,183270.16,113902.84,Active,10
LOAN000301,CUST00301,53,Salaried,1300795,Abuja,539,Emergency,854698,13.46,24,40405.85,835122.5,19575.5,Active,10
LOAN000302,CUST00302,21,Salaried,655730,Port Harcourt,812,Personal,709722,21.84,36,24020.15,717445.04,0.0,Closed,0
LOAN000303,CUST00303,44,Salaried,1066298,Ibadan,850,Emergency,1759631,12.68,36,55076.45,1537971.11,221659.8899999999,Active,30
LOAN000304,CUST00304,32,Salaried,980824,Kano,500,Education,223372,16.31,12,21650.33,115676.15,107695.85,Active,20
LOAN000305,CUST00305,54,Self-employed,402759,Lagos,829,Education,1236254,19.85,24,61735.43,267505.49,968748.51,Active,0
LOAN000306,CUST00306,52,Self-employed,1188976,Abuja,643,Emergency,819364,15.84,6,158191.88,775372.1,43991.90000000002,Delinquent,59
LOAN000307,CUST00307,46,Self-employed,264782,Port Harcourt,514,Education,1420848,20.03,18,94746.88,1184973.86,235874.1399999999,Delinquent,33
LOAN000308,CUST00308,31,Salaried,232416,Kano,665,Education,296176,20.51,12,29743.47,355411.2,0.0,Closed,0
LOAN000309,CUST00309,21,Self-employed,1329811,Kano,737,Education,398088,17.32,12,38919.74,311630.63,86457.37,Delinquent,82
LOAN000310,CUST00310,50,Salaried,1166273,Lagos,676,Business,1179879,8.37,18,71035.27,1055169.06,124709.93999999994,Active,20
LOAN000311,CUST00311,33,Unemployed,913179,Abuja,706,Education,631589,22.34,12,64390.5,323915.26,307673.74,Delinquent,39
LOAN000312,CUST00312,54,Self-employed,569159,Port Harcourt,811,Emergency,1468166,12.85,12,138068.78,1761799.2,0.0,Closed,0
LOAN000313,CUST00313,43,Salaried,836793,Kano,588,Education,1378813,20.89,6,277807.84,1654575.6,0.0,Closed,0
LOAN000314,CUST00314,64,Salaried,823998,Lagos,634,Emergency,1073503,11.55,6,199582.1,486424.13,587078.87,Delinquent,85
LOAN000315,CUST00315,31,Self-employed,1381357,Ibadan,781,Education,801247,22.0,36,27153.37,614330.08,186916.92000000004,Active,30
LOAN000316,CUST00316,39,Self-employed,727097,Lagos,833,Personal,758323,15.95,12,73272.96,183711.79,574611.21,Active,30
LOAN000317,CUST00317,46,Self-employed,258823,Ibadan,598,Personal,1804691,14.19,6,343462.78,1267971.62,536719.3799999999,Defaulted,110
LOAN000318,CUST00318,23,Salaried,947160,Port Harcourt,451,Education,1494081,23.19,18,102253.24,666910.97,827170.03,Active,20
LOAN000319,CUST00319,64,Salaried,222848,Abuja,658,Emergency,1945406,17.98,6,382531.67,1939474.8,5931.199999999953,Active,20
LOAN000320,CUST00320,51,Salaried,1424652,Ibadan,494,Personal,249614,5.02,24,10922.69,90612.81,159001.19,Active,10
LOAN000321,CUST00321,22,Self-employed,66908,Abuja,850,Emergency,1763601,7.41,24,78928.49,1145043.68,618557.3200000001,Active,30
LOAN000322,CUST00322,42,Self-employed,237340,Abuja,469,Business,264805,7.06,18,15750.01,177981.42,86823.57999999999,Delinquent,39
LOAN000323,CUST00323,58,Salaried,193469,Abuja,617,Emergency,67772,17.21,12,6619.63,45832.65,21939.35,Active,10
LOAN000324,CUST00324,55,Self-employed,1342005,Ibadan,643,Education,1853472,9.34,6,337764.38,0.0,1853472.0,Active,0
LOAN000325,CUST00325,62,Salaried,950493,Lagos,733,Education,343245,9.96,6,62905.37,233653.61,109591.39000000001,Active,20
LOAN000326,CUST00326,36,Salaried,480850,Lagos,785,Business,1118546,8.77,24,50693.44,1342255.2,0.0,Closed,0
LOAN000327,CUST00327,41,Salaried,1087854,Port Harcourt,517,Business,555585,14.99,36,17746.31,371871.59,183713.40999999997,Active,0
LOAN000328,CUST00328,61,Self-employed,861258,Abuja,657,Emergency,1241980,13.42,36,39129.27,1490376.0,0.0,Closed,0
LOAN000329,CUST00329,43,Salaried,203074,Kano,647,Education,191626,5.28,12,16811.99,144520.26,47105.73999999999,Active,0
LOAN000330,CUST00330,35,Self-employed,1368208,Lagos,632,Education,1658746,13.31,24,78313.55,1342631.19,316114.81000000006,Active,10
LOAN000331,CUST00331,55,Salaried,215720,Lagos,584,Education,476136,24.49,12,49395.14,275159.66,200976.34000000003,Active,30
LOAN000332,CUST00332,25,Self-employed,967474,Ibadan,584,Personal,1825172,9.77,12,166957.61,1350944.89,474227.1100000001,Active,30
LOAN000333,CUST00333,62,Self-employed,698628,Lagos,662,Business,1430035,19.81,6,285554.16,766707.92,663327.08,Active,10
LOAN000334,CUST00334,65,Unemployed,1091053,Port Harcourt,830,Personal,1146821,15.34,18,73485.74,772391.78,374429.22,Active,10
LOAN000335,CUST00335,49,Salaried,111564,Ibadan,780,Education,950358,10.44,6,174929.23,0.0,950358.0,Active,0
LOAN000336,CUST00336,34,Salaried,166264,Lagos,401,Personal,1238846,8.34,12,111847.15,1392246.8,0.0,Closed,0
LOAN000337,CUST00337,41,Self-employed,528998,Ibadan,605,Business,55386,5.88,6,9773.78,35845.47,19540.53,Active,30
LOAN000338,CUST00338,44,Unemployed,425308,Port Harcourt,556,Education,1848276,5.71,24,81408.86,605765.97,1242510.03,Active,10
LOAN000339,CUST00339,43,Salaried,213341,Lagos,850,Emergency,300401,15.04,6,57596.89,125215.32,175185.68,Active,0
LOAN000340,CUST00340,47,Self-employed,642040,Lagos,802,Education,701580,11.55,36,21739.24,723120.97,0.0,Closed,0
LOAN000341,CUST00341,55,Salaried,470837,Ibadan,514,Business,1695230,11.08,36,52307.26,1638442.54,56787.45999999996,Active,20
LOAN000342,CUST00342,58,Self-employed,1196217,Lagos,708,Education,564068,8.01,24,25385.41,334291.47,229776.53000000003,Active,20
LOAN000343,CUST00343,44,Self-employed,53066,Ibadan,735,Personal,839105,21.98,18,56863.35,321680.68,517424.32,Active,10
LOAN000344,CUST00344,44,Self-employed,348578,Port Harcourt,605,Emergency,245091,5.88,12,21625.2,166147.77,78943.23000000001,Delinquent,64
LOAN000345,CUST00345,45,Salaried,228053,Abuja,703,Business,1109958,7.67,24,49795.49,1069209.21,40748.79000000004,Active,0
LOAN000346,CUST00346,38,Salaried,661688,Port Harcourt,789,Emergency,710621,23.52,24,36573.29,456012.71,254608.28999999998,Delinquent,78
LOAN000347,CUST00347,28,Salaried,620332,Ibadan,723,Emergency,475119,7.72,36,14216.62,202249.13,272869.87,Active,0
LOAN000348,CUST00348,34,Salaried,708575,Lagos,612,Personal,1173915,12.17,12,109731.7,1089311.39,84603.6100000001,Active,30
LOAN000349,CUST00349,27,Self-employed,380543,Lagos,499,Business,687985,21.53,36,23225.23,583301.14,104683.85999999999,Active,20
LOAN000350,CUST00350,29,Salaried,796046,Lagos,627,Emergency,152656,18.54,18,10053.25,156809.48,0.0,Closed,0
LOAN000351,CUST00351,25,Salaried,998334,Lagos,775,Personal,1203687,10.0,24,55168.99,714006.78,489680.22,Active,10
LOAN000352,CUST00352,22,Salaried,516172,Lagos,480,Personal,1777368,13.01,6,334767.26,957462.62,819905.38,Active,20
LOAN000353,CUST00353,25,Unemployed,464712,Lagos,722,Emergency,979942,21.19,6,197931.95,277334.61,702607.39,Defaulted,132
LOAN000354,CUST00354,61,Salaried,156194,Ibadan,850,Business,1253522,13.66,24,59364.71,458627.59,794894.4099999999,Active,30
LOAN000355,CUST00355,57,Salaried,792272,Kano,850,Business,442484,10.5,24,20372.7,55496.86,386987.14,Delinquent,33
LOAN000356,CUST00356,42,Salaried,1407441,Abuja,638,Emergency,914010,22.66,24,46713.53,743369.12,170640.88,Active,20
LOAN000357,CUST00357,63,Self-employed,468293,Port Harcourt,697,Emergency,1721845,15.52,36,55252.09,1009903.89,711941.11,Delinquent,55
LOAN000358,CUST00358,29,Self-employed,1191936,Lagos,782,Education,771491,23.25,36,26412.85,569907.8,201583.19999999995,Active,20
LOAN000359,CUST00359,51,Salaried,1302243,Port Harcourt,668,Business,1928554,21.21,18,129866.68,1512503.76,416050.24,Active,30
LOAN000360,CUST00360,65,Salaried,384757,Lagos,643,Business,1427544,9.82,36,43548.02,914936.27,512607.73,Delinquent,89
LOAN000361,CUST00361,65,Self-employed,1257313,Port Harcourt,444,Personal,1722249,12.77,12,161848.35,1450720.14,271528.8600000001,Active,20
LOAN000362,CUST00362,49,Unemployed,787530,Kano,739,Education,1231968,7.84,12,110712.86,425699.61,806268.39,Delinquent,82
LOAN000363,CUST00363,18,Salaried,418169,Port Harcourt,627,Business,239283,6.12,36,7053.53,191727.81,47555.19,Active,30
LOAN000364,CUST00364,55,Salaried,323656,Abuja,691,Personal,422160,23.38,18,28936.72,318954.62,103205.38,Active,10
LOAN000365,CUST00365,37,Self-employed,1153720,Port Harcourt,556,Business,202109,12.47,24,9471.33,118854.66,83254.34,Active,20
LOAN000366,CUST00366,63,Self-employed,380309,Kano,532,Education,966179,20.84,24,48647.11,781400.72,184778.28000000003,Active,10
LOAN000367,CUST00367,26,Self-employed,518162,Abuja,445,Personal,1758034,8.51,18,105980.15,1533842.17,224191.83000000007,Delinquent,49
LOAN000368,CUST00368,29,Salaried,1251321,Kano,706,Education,1666548,24.3,6,345253.19,1764452.18,0.0,Closed,0
LOAN000369,CUST00369,33,Salaried,1332159,Port Harcourt,767,Education,1236044,7.08,24,55148.16,1021972.21,214071.79000000004,Active,0
LOAN000370,CUST00370,46,Self-employed,402085,Lagos,771,Education,236071,21.43,18,15925.61,283285.2,0.0,Closed,0
